Column,Original_Text,Tokenized_Sentences,Tokenized_Words
Answer,the α-helix and β-pleated sheet,['the α-helix and β-pleated sheet'],"['the', 'α-helix', 'and', 'β-pleated', 'sheet']"
Answer,3.6 acid residues,['3.6 acid residues'],"['3.6', 'acid', 'residues']"
Answer,Hydrogen Bonds between atoms on the backbone of the polypeptide chain.,['Hydrogen Bonds between atoms on the backbone of the polypeptide chain.'],"['Hydrogen', 'Bonds', 'between', 'atoms', 'on', 'the', 'backbone', 'of', 'the', 'polypeptide', 'chain', '.']"
Answer,Its unique three-dimensional structure primarily created from interactions among R groups,['Its unique three-dimensional structure primarily created from interactions among R groups'],"['Its', 'unique', 'three-dimensional', 'structure', 'primarily', 'created', 'from', 'interactions', 'among', 'R', 'groups']"
Answer,The group of atoms or atom bonded to the central atom of an amino acid. Also known as a side chain.,"['The group of atoms or atom bonded to the central atom of an amino acid.', 'Also known as a side chain.']","['The', 'group', 'of', 'atoms', 'or', 'atom', 'bonded', 'to', 'the', 'central', 'atom', 'of', 'an', 'amino', 'acid', '.', 'Also', 'known', 'as', 'a', 'side', 'chain', '.']"
Answer,several polypeptides (subunits) make up the quaternary structure.,['several polypeptides (subunits) make up the quaternary structure.'],"['several', 'polypeptides', '(', 'subunits', ')', 'make', 'up', 'the', 'quaternary', 'structure', '.']"
Answer,Denaturation is when a protein structure changes but without losing its primary sequence. ,['Denaturation is when a protein structure changes but without losing its primary sequence.'],"['Denaturation', 'is', 'when', 'a', 'protein', 'structure', 'changes', 'but', 'without', 'losing', 'its', 'primary', 'sequence', '.']"
Answer,"Yes, denaturation is reversible","['Yes, denaturation is reversible']","['Yes', ',', 'denaturation', 'is', 'reversible']"
Answer,"When an egg is fried, the albumin protein is denatured when heated and cannot be reversed back.","['When an egg is fried, the albumin protein is denatured when heated and cannot be reversed back.']","['When', 'an', 'egg', 'is', 'fried', ',', 'the', 'albumin', 'protein', 'is', 'denatured', 'when', 'heated', 'and', 'can', 'not', 'be', 'reversed', 'back', '.']"
Answer,chaperones (or chaperonins),['chaperones (or chaperonins)'],"['chaperones', '(', 'or', 'chaperonins', ')']"
Answer,"a pentose sugar, a nitrogenous base, and a phosphate group.","['a pentose sugar, a nitrogenous base, and a phosphate group.']","['a', 'pentose', 'sugar', ',', 'a', 'nitrogenous', 'base', ',', 'and', 'a', 'phosphate', 'group', '.']"
Answer,antiparallel double-helical structure,['antiparallel double-helical structure'],"['antiparallel', 'double-helical', 'structure']"
Answer,Uracil,['Uracil'],['Uracil']
Answer,"messenger RNA (mRNA), ribosomal RNA (rRNA), and transfer RNA (tRNA), microRNA (miRNA).","['messenger RNA (mRNA), ribosomal RNA (rRNA), and transfer RNA (tRNA), microRNA (miRNA).']","['messenger', 'RNA', '(', 'mRNA', ')', ',', 'ribosomal', 'RNA', '(', 'rRNA', ')', ',', 'and', 'transfer', 'RNA', '(', 'tRNA', ')', ',', 'microRNA', '(', 'miRNA', ')', '.']"
Answer,"adenine-thymine (A-T), cytosine-guanine (C-G)","['adenine-thymine (A-T), cytosine-guanine (C-G)']","['adenine-thymine', '(', 'A-T', ')', ',', 'cytosine-guanine', '(', 'C-G', ')']"
Answer,It uses messenger RNA (mRNA),['It uses messenger RNA (mRNA)'],"['It', 'uses', 'messenger', 'RNA', '(', 'mRNA', ')']"
Answer,The rRNA ensures the proper alignment of the mRNA and the ribosomes.,['The rRNA ensures the proper alignment of the mRNA and the ribosomes.'],"['The', 'rRNA', 'ensures', 'the', 'proper', 'alignment', 'of', 'the', 'mRNA', 'and', 'the', 'ribosomes', '.']"
Answer,Carries the correct amino acid to the site of protein synthesis.,['Carries the correct amino acid to the site of protein synthesis.'],"['Carries', 'the', 'correct', 'amino', 'acid', 'to', 'the', 'site', 'of', 'protein', 'synthesis', '.']"
Answer,microRNA,['microRNA'],['microRNA']
Answer,the structure and functions of the plasma membrane,['the structure and functions of the plasma membrane'],"['the', 'structure', 'and', 'functions', 'of', 'the', 'plasma', 'membrane']"
Answer,5-10 nanometers,['5-10 nanometers'],"['5-10', 'nanometers']"
Answer,"lipids, proteins, and carbohydrates","['lipids, proteins, and carbohydrates']","['lipids', ',', 'proteins', ',', 'and', 'carbohydrates']"
Answer,"50% protein, 40% lipids, 10% carbohydrates","['50% protein, 40% lipids, 10% carbohydrates']","['50', '%', 'protein', ',', '40', '%', 'lipids', ',', '10', '%', 'carbohydrates']"
Answer,ball or cluster,['ball or cluster'],"['ball', 'or', 'cluster']"
Answer,"Interal membrane is Hydrophobic, while the external membrane on both the outside and inside of the cell is Hydrophilic.","['Interal membrane is Hydrophobic, while the external membrane on both the outside and inside of the cell is Hydrophilic.']","['Interal', 'membrane', 'is', 'Hydrophobic', ',', 'while', 'the', 'external', 'membrane', 'on', 'both', 'the', 'outside', 'and', 'inside', 'of', 'the', 'cell', 'is', 'Hydrophilic', '.']"
Answer,amphiphilic or “dual-loving.”,['amphiphilic or “dual-loving.”'],"['amphiphilic', 'or', '“', 'dual-loving', '.', '”']"
Answer,"Amphiphilicly, with a polar head and a nonpolar tail with no charge.","['Amphiphilicly, with a polar head and a nonpolar tail with no charge.']","['Amphiphilicly', ',', 'with', 'a', 'polar', 'head', 'and', 'a', 'nonpolar', 'tail', 'with', 'no', 'charge', '.']"
Answer,proteins that are completely integrated into the plasma membrane structure,['proteins that are completely integrated into the plasma membrane structure'],"['proteins', 'that', 'are', 'completely', 'integrated', 'into', 'the', 'plasma', 'membrane', 'structure']"
Answer,"Peripheral proteins server many functions, including acting as enzymes, structure of the cell, or ""cell-specific"" proteins that help the body attack foreign proteins","['Peripheral proteins server many functions, including acting as enzymes, structure of the cell, or ""cell-specific"" proteins that help the body attack foreign proteins']","['Peripheral', 'proteins', 'server', 'many', 'functions', ',', 'including', 'acting', 'as', 'enzymes', ',', 'structure', 'of', 'the', 'cell', ',', 'or', '``', 'cell-specific', ""''"", 'proteins', 'that', 'help', 'the', 'body', 'attack', 'foreign', 'proteins']"
Answer,The exterior surface of cells,['The exterior surface of cells'],"['The', 'exterior', 'surface', 'of', 'cells']"
Answer,They help attract large amounts of water to the surface of the cell,['They help attract large amounts of water to the surface of the cell'],"['They', 'help', 'attract', 'large', 'amounts', 'of', 'water', 'to', 'the', 'surface', 'of', 'the', 'cell']"
Answer,"Plasma membrane is made up of loosely attached molecules, phospholipids are saturated, keeping a relatively straight tail that help make a dense and fairly rigid membrane. Cholesterol also keeps the fluidity of the membrane in lower temperatures","['Plasma membrane is made up of loosely attached molecules, phospholipids are saturated, keeping a relatively straight tail that help make a dense and fairly rigid membrane.', 'Cholesterol also keeps the fluidity of the membrane in lower temperatures']","['Plasma', 'membrane', 'is', 'made', 'up', 'of', 'loosely', 'attached', 'molecules', ',', 'phospholipids', 'are', 'saturated', ',', 'keeping', 'a', 'relatively', 'straight', 'tail', 'that', 'help', 'make', 'a', 'dense', 'and', 'fairly', 'rigid', 'membrane', '.', 'Cholesterol', 'also', 'keeps', 'the', 'fluidity', 'of', 'the', 'membrane', 'in', 'lower', 'temperatures']"
Answer,"They dampen the effects of temperature on the membrane, preventing increased temperatures from increasing fluidity too much. Also organizes clusters of transmembrane proteins into lipid rafts.

","['They dampen the effects of temperature on the membrane, preventing increased temperatures from increasing fluidity too much.', 'Also organizes clusters of transmembrane proteins into lipid rafts.']","['They', 'dampen', 'the', 'effects', 'of', 'temperature', 'on', 'the', 'membrane', ',', 'preventing', 'increased', 'temperatures', 'from', 'increasing', 'fluidity', 'too', 'much', '.', 'Also', 'organizes', 'clusters', 'of', 'transmembrane', 'proteins', 'into', 'lipid', 'rafts', '.']"
Answer,The interior of the membrane is not identical to the exterior of the membrane.,['The interior of the membrane is not identical to the exterior of the membrane.'],"['The', 'interior', 'of', 'the', 'membrane', 'is', 'not', 'identical', 'to', 'the', 'exterior', 'of', 'the', 'membrane', '.']"
Answer,"Lipid soluble material with little molecular weight, such as vitamins A, D, E, and K. Oxygen and CO2 also have no charge and may pass.","['Lipid soluble material with little molecular weight, such as vitamins A, D, E, and K. Oxygen and CO2 also have no charge and may pass.']","['Lipid', 'soluble', 'material', 'with', 'little', 'molecular', 'weight', ',', 'such', 'as', 'vitamins', 'A', ',', 'D', ',', 'E', ',', 'and', 'K.', 'Oxygen', 'and', 'CO2', 'also', 'have', 'no', 'charge', 'and', 'may', 'pass', '.']"
Answer,"Polar substances such as sodium and potassium, even simple sugars and amino acids that have to go through protein channels.","['Polar substances such as sodium and potassium, even simple sugars and amino acids that have to go through protein channels.']","['Polar', 'substances', 'such', 'as', 'sodium', 'and', 'potassium', ',', 'even', 'simple', 'sugars', 'and', 'amino', 'acids', 'that', 'have', 'to', 'go', 'through', 'protein', 'channels', '.']"
Answer,Diffusion,['Diffusion'],['Diffusion']
Answer,Diffusion uses no energy.,['Diffusion uses no energy.'],"['Diffusion', 'uses', 'no', 'energy', '.']"
Answer,"The greater the difference in concentration, the more rapid the diffusion.","['The greater the difference in concentration, the more rapid the diffusion.']","['The', 'greater', 'the', 'difference', 'in', 'concentration', ',', 'the', 'more', 'rapid', 'the', 'diffusion', '.']"
Answer,Higher temperature increases energy and allows for a faster diffusion rate,['Higher temperature increases energy and allows for a faster diffusion rate'],"['Higher', 'temperature', 'increases', 'energy', 'and', 'allows', 'for', 'a', 'faster', 'diffusion', 'rate']"
Answer,"difference in concentration, solubility, or surface area","['difference in concentration, solubility, or surface area']","['difference', 'in', 'concentration', ',', 'solubility', ',', 'or', 'surface', 'area']"
Answer,"mass of molecules, solvent density, thickness of plasma membrane, distance traveled","['mass of molecules, solvent density, thickness of plasma membrane, distance traveled']","['mass', 'of', 'molecules', ',', 'solvent', 'density', ',', 'thickness', 'of', 'plasma', 'membrane', ',', 'distance', 'traveled']"
Answer,Facilitated transport,['Facilitated transport'],"['Facilitated', 'transport']"
Answer,Channels,['Channels'],['Channels']
Answer,Aquaporins,['Aquaporins'],['Aquaporins']
Answer,The channel protein controls the opening of the channel,['The channel protein controls the opening of the channel'],"['The', 'channel', 'protein', 'controls', 'the', 'opening', 'of', 'the', 'channel']"
Answer,Carrier Proteins,['Carrier Proteins'],"['Carrier', 'Proteins']"
Answer,Channel Proteins transport much quicker than Carrier Proteins,['Channel Proteins transport much quicker than Carrier Proteins'],"['Channel', 'Proteins', 'transport', 'much', 'quicker', 'than', 'Carrier', 'Proteins']"
Answer,Osmosis,['Osmosis'],['Osmosis']
Answer,Osmolarity,['Osmolarity'],['Osmolarity']
Answer,Fluid from the extracellular solution enters the cell.,['Fluid from the extracellular solution enters the cell.'],"['Fluid', 'from', 'the', 'extracellular', 'solution', 'enters', 'the', 'cell', '.']"
Answer,Fluid from inside the solution goes out into the extracellular solution,['Fluid from inside the solution goes out into the extracellular solution'],"['Fluid', 'from', 'inside', 'the', 'solution', 'goes', 'out', 'into', 'the', 'extracellular', 'solution']"
Answer,"Yes, the water still moves.","['Yes, the water still moves.']","['Yes', ',', 'the', 'water', 'still', 'moves', '.']"
Answer,Lyse,['Lyse'],['Lyse']
Answer,Their cells have cell walls surrounding the membrane that limit its expanse.,['Their cells have cell walls surrounding the membrane that limit its expanse.'],"['Their', 'cells', 'have', 'cell', 'walls', 'surrounding', 'the', 'membrane', 'that', 'limit', 'its', 'expanse', '.']"
Answer,Electrochemical Gradient,['Electrochemical Gradient'],"['Electrochemical', 'Gradient']"
Answer,Active Transport,['Active Transport'],"['Active', 'Transport']"
Answer,"Adenosine Triphosphate, or ATP","['Adenosine Triphosphate, or ATP']","['Adenosine', 'Triphosphate', ',', 'or', 'ATP']"
Answer,uniporter,['uniporter'],['uniporter']
Answer,symporter,['symporter'],['symporter']
Answer,antiporter,['antiporter'],['antiporter']
Answer,endocytosis,['endocytosis'],['endocytosis']
Answer,Phagocytosis,['Phagocytosis'],['Phagocytosis']
Answer,clathrin,['clathrin'],['clathrin']
Answer,"The mass number and atomic number of carbon-13 is 13 and 6, while that of carbon-12 is 12 and 6, respectively.","['The mass number and atomic number of carbon-13 is 13 and 6, while that of carbon-12 is 12 and 6, respectively.']","['The', 'mass', 'number', 'and', 'atomic', 'number', 'of', 'carbon-13', 'is', '13', 'and', '6', ',', 'while', 'that', 'of', 'carbon-12', 'is', '12', 'and', '6', ',', 'respectively', '.']"
Answer,"Hydrogen bonds and van der Waals interactions form weak associations between and/or within molecules, providing the necessary shape and structure of DNA and proteins to function in the body.","['Hydrogen bonds and van der Waals interactions form weak associations between and/or within molecules, providing the necessary shape and structure of DNA and proteins to function in the body.']","['Hydrogen', 'bonds', 'and', 'van', 'der', 'Waals', 'interactions', 'form', 'weak', 'associations', 'between', 'and/or', 'within', 'molecules', ',', 'providing', 'the', 'necessary', 'shape', 'and', 'structure', 'of', 'DNA', 'and', 'proteins', 'to', 'function', 'in', 'the', 'body', '.']"
